label_name,id,label
positive,164,2
negative,165,0
positive,166,2
negative,167,0
neutral,168,1
negative,169,0
neutral,170,1
positive,171,2
negative,172,0
positive,173,2
neutral,174,1
neutral,175,1
neutral,176,1
neutral,177,1
positive,178,2
positive,179,2
negative,180,0
positive,181,2
neutral,182,1
positive,183,2
positive,184,2
neutral,185,1
positive,186,2
neutral,187,1
negative,188,0
neutral,189,1
negative,190,0
neutral,191,1
neutral,192,1
negative,193,0
neutral,194,1
neutral,195,1
positive,196,2
positive,197,2
positive,198,2
neutral,199,1
neutral,200,1
negative,201,0
positive,202,2
neutral,203,1
negative,204,0
neutral,205,1
negative,206,0
positive,207,2
negative,208,0
neutral,209,1
positive,210,2
positive,211,2
neutral,212,1
neutral,213,1
neutral,214,1
positive,215,2
negative,216,0
negative,217,0
neutral,218,1
positive,219,2
neutral,220,1
negative,221,0
negative,222,0
positive,223,2
negative,224,0
neutral,225,1
negative,226,0
negative,227,0
positive,228,2
negative,229,0
negative,230,0
neutral,231,1
negative,232,0
negative,233,0
negative,234,0
negative,235,0
neutral,236,1
negative,237,0
neutral,238,1
positive,239,2
negative,240,0
negative,241,0
positive,242,2
neutral,243,1
negative,244,0
negative,245,0
neutral,246,1
neutral,247,1
negative,248,0
positive,249,2
neutral,250,1
negative,251,0
negative,252,0
negative,253,0
neutral,254,1
negative,255,0
positive,256,2
neutral,257,1
negative,258,0
neutral,259,1
neutral,260,1
negative,261,0
positive,262,2
negative,263,0
negative,264,0
negative,265,0
negative,266,0
neutral,267,1
neutral,268,1
positive,269,2
neutral,270,1
negative,271,0
negative,272,0
positive,273,2
neutral,274,1
positive,275,2
neutral,276,1
neutral,277,1
positive,278,2
negative,279,0
negative,280,0
neutral,281,1
negative,282,0
neutral,283,1
negative,284,0
negative,285,0
positive,286,2
negative,287,0
positive,288,2
negative,289,0
positive,290,2
negative,291,0
negative,292,0
negative,293,0
neutral,294,1
negative,295,0
positive,296,2
neutral,297,1
negative,298,0
neutral,299,1
neutral,300,1
neutral,301,1
neutral,302,1
neutral,303,1
negative,304,0
positive,305,2
negative,306,0
negative,307,0
negative,308,0
positive,309,2
neutral,310,1
negative,311,0
negative,312,0
positive,313,2
neutral,314,1
positive,315,2
negative,316,0
negative,317,0
negative,318,0
neutral,319,1
positive,320,2
negative,321,0
neutral,322,1
neutral,323,1
negative,324,0
negative,325,0
neutral,326,1
negative,327,0
neutral,328,1
positive,329,2
neutral,330,1
negative,331,0
negative,332,0
neutral,333,1
neutral,334,1
negative,335,0
neutral,336,1
neutral,337,1
positive,338,2
negative,339,0
neutral,340,1
neutral,341,1
negative,342,0
negative,343,0
negative,344,0
negative,345,0
positive,346,2
negative,347,0
negative,348,0
neutral,349,1
neutral,350,1
positive,351,2
neutral,352,1
neutral,353,1
neutral,354,1
negative,355,0
neutral,356,1
positive,357,2
negative,358,0
negative,359,0
positive,360,2
positive,361,2
neutral,362,1
negative,363,0
positive,364,2
negative,365,0
neutral,366,1
neutral,367,1
neutral,368,1
neutral,369,1
neutral,370,1
positive,371,2
neutral,372,1
positive,373,2
neutral,374,1
neutral,375,1
positive,376,2
negative,377,0
neutral,378,1
neutral,379,1
neutral,380,1
negative,381,0
neutral,382,1
positive,383,2
negative,384,0
neutral,385,1
positive,386,2
neutral,387,1
neutral,388,1
negative,389,0
neutral,390,1
neutral,391,1
neutral,392,1
neutral,393,1
positive,394,2
negative,395,0
positive,396,2
neutral,397,1
positive,398,2
negative,399,0
neutral,400,1
positive,401,2
neutral,402,1
neutral,403,1
positive,404,2
positive,405,2
negative,406,0
neutral,407,1
neutral,408,1
neutral,409,1
negative,410,0
positive,411,2
negative,412,0
negative,413,0
negative,414,0
neutral,415,1
neutral,416,1
neutral,417,1
positive,418,2
neutral,419,1
neutral,420,1
negative,421,0
neutral,422,1
negative,423,0
negative,424,0
negative,425,0
negative,426,0
neutral,427,1
negative,428,0
positive,429,2
positive,430,2
positive,431,2
neutral,432,1
negative,433,0
negative,434,0
neutral,435,1
neutral,436,1
neutral,437,1
positive,438,2
positive,439,2
negative,440,0
neutral,441,1
positive,442,2
neutral,443,1
positive,444,2
neutral,445,1
negative,446,0
neutral,447,1
neutral,448,1
neutral,449,1
positive,450,2
positive,451,2
negative,452,0
positive,453,2
neutral,454,1
negative,455,0
neutral,456,1
positive,457,2
negative,458,0
negative,459,0
negative,460,0
neutral,461,1
neutral,462,1
positive,463,2
positive,464,2
negative,465,0
neutral,466,1
negative,467,0
neutral,468,1
negative,469,0
neutral,470,1
negative,471,0
negative,472,0
positive,473,2
neutral,474,1
neutral,475,1
negative,476,0
neutral,477,1
neutral,478,1
neutral,479,1
negative,480,0
negative,481,0
negative,482,0
neutral,483,1
neutral,484,1
positive,485,2
negative,486,0
negative,487,0
negative,488,0
neutral,489,1
negative,490,0
negative,491,0
negative,492,0
positive,493,2
positive,494,2
neutral,495,1
positive,496,2
positive,497,2
neutral,498,1
neutral,499,1
negative,500,0
positive,501,2
negative,502,0
neutral,503,1
negative,504,0
positive,505,2
negative,506,0
positive,507,2
neutral,508,1
neutral,509,1
negative,510,0
neutral,511,1
neutral,512,1
negative,513,0
negative,514,0
positive,515,2
negative,516,0
negative,517,0
neutral,518,1
positive,519,2
neutral,520,1
negative,521,0
negative,522,0
positive,523,2
neutral,524,1
positive,525,2
negative,526,0
positive,527,2
positive,528,2
neutral,529,1
neutral,530,1
positive,531,2
neutral,532,1
negative,533,0
positive,534,2
negative,535,0
neutral,536,1
positive,537,2
positive,538,2
neutral,539,1
neutral,540,1
positive,541,2
positive,542,2
positive,543,2
neutral,544,1
positive,545,2
neutral,546,1
negative,547,0
positive,548,2
neutral,549,1
negative,550,0
positive,551,2
negative,552,0
negative,553,0
positive,554,2
neutral,555,1
positive,556,2
positive,557,2
negative,558,0
neutral,559,1
negative,560,0
positive,561,2
negative,562,0
negative,563,0
negative,564,0
neutral,565,1
neutral,566,1
negative,567,0
positive,568,2
negative,569,0
negative,570,0
negative,571,0
negative,572,0
positive,573,2
negative,574,0
positive,575,2
positive,576,2
neutral,577,1
negative,578,0
negative,579,0
neutral,580,1
positive,581,2
negative,582,0
negative,583,0
positive,584,2
negative,585,0
neutral,586,1
neutral,587,1
neutral,588,1
positive,589,2
negative,590,0
neutral,591,1
neutral,592,1
positive,593,2
negative,594,0
neutral,595,1
negative,596,0
neutral,597,1
neutral,598,1
negative,599,0
neutral,600,1
positive,601,2
negative,602,0
negative,603,0
neutral,604,1
positive,605,2
negative,606,0
negative,607,0
negative,608,0
neutral,609,1
positive,610,2
negative,611,0
neutral,612,1
positive,613,2
neutral,614,1
negative,615,0
positive,616,2
neutral,617,1
positive,618,2
negative,619,0
neutral,620,1
positive,621,2
neutral,622,1
neutral,623,1
negative,624,0
positive,625,2
neutral,626,1
neutral,627,1
negative,628,0
negative,629,0
neutral,630,1
negative,631,0
neutral,632,1
positive,633,2
positive,634,2
neutral,635,1
neutral,636,1
neutral,637,1
neutral,638,1
neutral,639,1
neutral,640,1
negative,641,0
neutral,642,1
positive,643,2
positive,644,2
negative,645,0
negative,646,0
negative,647,0
negative,648,0
neutral,649,1
negative,650,0
neutral,651,1
negative,652,0
neutral,653,1
positive,654,2
negative,655,0
negative,656,0
positive,657,2
neutral,658,1
negative,659,0
negative,660,0
positive,661,2
neutral,662,1
neutral,663,1
neutral,664,1
negative,665,0
negative,666,0
negative,667,0
neutral,668,1
positive,669,2
negative,670,0
neutral,671,1
negative,672,0
neutral,673,1
neutral,674,1
neutral,675,1
neutral,676,1
negative,677,0
positive,678,2
neutral,679,1
neutral,680,1
negative,681,0
neutral,682,1
negative,683,0
positive,684,2
neutral,685,1
neutral,686,1
neutral,687,1
positive,688,2
neutral,689,1
positive,690,2
neutral,691,1
neutral,692,1
neutral,693,1
negative,694,0
negative,695,0
neutral,696,1
negative,697,0
neutral,698,1
neutral,699,1
positive,700,2
neutral,701,1
neutral,702,1
negative,703,0
negative,704,0
neutral,705,1
negative,706,0
negative,707,0
positive,708,2
negative,709,0
neutral,710,1
neutral,711,1
neutral,712,1
positive,713,2
negative,714,0
neutral,715,1
neutral,716,1
negative,717,0
negative,718,0
neutral,719,1
positive,720,2
positive,721,2
positive,722,2
neutral,723,1
negative,724,0
negative,725,0
neutral,726,1
neutral,727,1
negative,728,0
positive,729,2
negative,730,0
positive,731,2
positive,732,2
neutral,733,1
positive,734,2
positive,735,2
positive,736,2
negative,737,0
negative,738,0
neutral,739,1
positive,740,2
negative,741,0
positive,742,2
negative,743,0
positive,744,2
neutral,745,1
positive,746,2
negative,747,0
positive,748,2
positive,749,2
positive,750,2
negative,751,0
positive,752,2
negative,753,0
positive,754,2
negative,755,0
negative,756,0
positive,757,2
neutral,758,1
positive,759,2
neutral,760,1
neutral,761,1
positive,762,2
neutral,763,1
neutral,764,1
neutral,765,1
positive,766,2
negative,767,0
positive,768,2
neutral,769,1
positive,770,2
positive,771,2
negative,772,0
negative,773,0
neutral,774,1
positive,775,2
neutral,776,1
neutral,777,1
positive,778,2
positive,779,2
negative,780,0
negative,781,0
neutral,782,1
neutral,783,1
neutral,784,1
positive,785,2
positive,786,2
negative,787,0
neutral,788,1
neutral,789,1
negative,790,0
negative,791,0
negative,792,0
positive,793,2
neutral,794,1
negative,795,0
negative,796,0
positive,797,2
negative,798,0
positive,799,2
negative,800,0
negative,801,0
neutral,802,1
neutral,803,1
positive,804,2
positive,805,2
neutral,806,1
positive,807,2
neutral,808,1
positive,809,2
positive,810,2
negative,811,0
positive,812,2
neutral,813,1
positive,814,2
neutral,815,1
positive,816,2
positive,817,2
positive,818,2
positive,819,2
positive,820,2
negative,821,0
negative,822,0
neutral,823,1
negative,824,0
negative,825,0
positive,826,2
negative,827,0
negative,828,0
negative,829,0
negative,830,0
neutral,831,1
negative,832,0
negative,833,0
negative,834,0
negative,835,0
negative,836,0
neutral,837,1
positive,838,2
positive,839,2
neutral,840,1
neutral,841,1
neutral,842,1
neutral,843,1
negative,844,0
positive,845,2
neutral,846,1
neutral,847,1
positive,848,2
negative,849,0
positive,850,2
neutral,851,1
negative,852,0
positive,853,2
negative,854,0
neutral,855,1
negative,856,0
positive,857,2
negative,858,0
neutral,859,1
negative,860,0
neutral,861,1
negative,862,0
neutral,863,1
neutral,864,1
neutral,865,1
positive,866,2
positive,867,2
positive,868,2
neutral,869,1
positive,870,2
neutral,871,1
negative,872,0
negative,873,0
positive,874,2
positive,875,2
negative,876,0
positive,877,2
positive,878,2
positive,879,2
neutral,880,1
negative,881,0
neutral,882,1
positive,883,2
neutral,884,1
negative,885,0
neutral,886,1
positive,887,2
neutral,888,1
negative,889,0
negative,890,0
positive,891,2
positive,892,2
negative,893,0
positive,894,2
positive,895,2
negative,896,0
negative,897,0
negative,898,0
negative,899,0
neutral,900,1
negative,901,0
negative,902,0
neutral,903,1
neutral,904,1
positive,905,2
negative,906,0
negative,907,0
negative,908,0
negative,909,0
neutral,910,1
negative,911,0
neutral,912,1
neutral,913,1
neutral,914,1
positive,915,2
neutral,916,1
neutral,917,1
positive,918,2
neutral,919,1
negative,920,0
negative,921,0
positive,922,2
neutral,923,1
negative,924,0
neutral,925,1
negative,926,0
negative,927,0
negative,928,0
positive,929,2
negative,930,0
positive,931,2
positive,932,2
positive,933,2
positive,934,2
positive,935,2
neutral,936,1
negative,937,0
negative,938,0
negative,939,0
positive,940,2
neutral,941,1
neutral,942,1
positive,943,2
negative,944,0
neutral,945,1
neutral,946,1
neutral,947,1
neutral,948,1
neutral,949,1
neutral,950,1
positive,951,2
negative,952,0
negative,953,0
positive,954,2
positive,955,2
neutral,956,1
positive,957,2
negative,958,0
positive,959,2
neutral,960,1
neutral,961,1
negative,962,0
neutral,963,1
neutral,964,1
neutral,965,1
negative,966,0
positive,967,2
positive,968,2
neutral,969,1
negative,970,0
negative,971,0
positive,972,2
negative,973,0
negative,974,0
neutral,975,1
neutral,976,1
negative,977,0
negative,978,0
positive,979,2
neutral,980,1
negative,981,0
positive,982,2
negative,983,0
positive,984,2
negative,985,0
neutral,986,1
negative,987,0
negative,988,0
negative,989,0
negative,990,0
neutral,991,1
negative,992,0
neutral,993,1
positive,994,2
positive,995,2
neutral,996,1
neutral,997,1
neutral,998,1
negative,999,0
neutral,1000,1
neutral,1001,1
negative,1002,0
positive,1003,2
positive,1004,2
positive,1005,2
negative,1006,0
neutral,1007,1
negative,1008,0
negative,1009,0
positive,1010,2
negative,1011,0
positive,1012,2
positive,1013,2
negative,1014,0
positive,1015,2
negative,1016,0
negative,1017,0
neutral,1018,1
neutral,1019,1
positive,1020,2
neutral,1021,1
neutral,1022,1
neutral,1023,1
positive,1024,2
neutral,1025,1
negative,1026,0
positive,1027,2
negative,1028,0
neutral,1029,1
negative,1030,0
neutral,1031,1
positive,1032,2
neutral,1033,1
neutral,1034,1
neutral,1035,1
positive,1036,2
neutral,1037,1
neutral,1038,1
positive,1039,2
negative,1040,0
neutral,1041,1
positive,1042,2
neutral,1043,1
negative,1044,0
negative,1045,0
neutral,1046,1
negative,1047,0
neutral,1048,1
neutral,1049,1
negative,1050,0
negative,1051,0
positive,1052,2
negative,1053,0
negative,1054,0
neutral,1055,1
negative,1056,0
negative,1057,0
positive,1058,2
negative,1059,0
negative,1060,0
neutral,1061,1
positive,1062,2
positive,1063,2
neutral,1064,1
negative,1065,0
neutral,1066,1
negative,1067,0
neutral,1068,1
negative,1069,0
positive,1070,2
neutral,1071,1
neutral,1072,1
neutral,1073,1
negative,1074,0
neutral,1075,1
neutral,1076,1
neutral,1077,1
negative,1078,0
positive,1079,2
neutral,1080,1
negative,1081,0
positive,1082,2
positive,1083,2
neutral,1084,1
negative,1085,0
negative,1086,0
negative,1087,0
positive,1088,2
neutral,1089,1
negative,1090,0
neutral,1091,1
neutral,1092,1
neutral,1093,1
neutral,1094,1
negative,1095,0
positive,1096,2
negative,1097,0
neutral,1098,1
negative,1099,0
positive,1100,2
neutral,1101,1
positive,1102,2
negative,1103,0
positive,1104,2
negative,1105,0
positive,1106,2
neutral,1107,1
negative,1108,0
negative,1109,0
negative,1110,0
negative,1111,0
negative,1112,0
negative,1113,0
neutral,1114,1
negative,1115,0
neutral,1116,1
neutral,1117,1
positive,1118,2
negative,1119,0
neutral,1120,1
positive,1121,2
positive,1122,2
negative,1123,0
neutral,1124,1
positive,1125,2
positive,1126,2
neutral,1127,1
neutral,1128,1
neutral,1129,1
negative,1130,0
neutral,1131,1
neutral,1132,1
negative,1133,0
negative,1134,0
neutral,1135,1
negative,1136,0
negative,1137,0
negative,1138,0
positive,1139,2
neutral,1140,1
neutral,1141,1
neutral,1142,1
negative,1143,0
positive,1144,2
negative,1145,0
neutral,1146,1
positive,1147,2
neutral,1148,1
negative,1149,0
positive,1150,2
negative,1151,0
positive,1152,2
negative,1153,0
neutral,1154,1
positive,1155,2
positive,1156,2
neutral,1157,1
neutral,1158,1
positive,1159,2
negative,1160,0
positive,1161,2
positive,1162,2
neutral,1163,1
negative,1164,0
positive,1165,2
negative,1166,0
positive,1167,2
negative,1168,0
neutral,1169,1
positive,1170,2
neutral,1171,1
negative,1172,0
positive,1173,2
neutral,1174,1
neutral,1175,1
negative,1176,0
neutral,1177,1
neutral,1178,1
neutral,1179,1
positive,1180,2
negative,1181,0
positive,1182,2
negative,1183,0
neutral,1184,1
negative,1185,0
positive,1186,2
neutral,1187,1
neutral,1188,1
negative,1189,0
neutral,1190,1
neutral,1191,1
neutral,1192,1
neutral,1193,1
neutral,1194,1
positive,1195,2
negative,1196,0
negative,1197,0
negative,1198,0
neutral,1199,1
neutral,1200,1
neutral,1201,1
negative,1202,0
negative,1203,0
neutral,1204,1
neutral,1205,1
neutral,1206,1
neutral,1207,1
neutral,1208,1
neutral,1209,1
positive,1210,2
negative,1211,0
positive,1212,2
neutral,1213,1
positive,1214,2
negative,1215,0
neutral,1216,1
neutral,1217,1
negative,1218,0
negative,1219,0
positive,1220,2
negative,1221,0
neutral,1222,1
negative,1223,0
negative,1224,0
neutral,1225,1
neutral,1226,1
neutral,1227,1
negative,1228,0
negative,1229,0
positive,1230,2
negative,1231,0
positive,1232,2
negative,1233,0
neutral,1234,1
positive,1235,2
positive,1236,2
neutral,1237,1
negative,1238,0
positive,1239,2
negative,1240,0
positive,1241,2
positive,1242,2
neutral,1243,1
neutral,1244,1
positive,1245,2
neutral,1246,1
positive,1247,2
positive,1248,2
neutral,1249,1
neutral,1250,1
neutral,1251,1
neutral,1252,1
neutral,1253,1
neutral,1254,1
negative,1255,0
negative,1256,0
neutral,1257,1
negative,1258,0
neutral,1259,1
negative,1260,0
neutral,1261,1
positive,1262,2
positive,1263,2
negative,1264,0
negative,1265,0
negative,1266,0
neutral,1267,1
negative,1268,0
negative,1269,0
negative,1270,0
neutral,1271,1
neutral,1272,1
neutral,1273,1
neutral,1274,1
neutral,1275,1
neutral,1276,1
neutral,1277,1
negative,1278,0
positive,1279,2
negative,1280,0
negative,1281,0
positive,1282,2
neutral,1283,1
neutral,1284,1
negative,1285,0
positive,1286,2
neutral,1287,1
negative,1288,0
negative,1289,0
negative,1290,0
negative,1291,0
negative,1292,0
neutral,1293,1
positive,1294,2
neutral,1295,1
negative,1296,0
neutral,1297,1
positive,1298,2
negative,1299,0
positive,1300,2
neutral,1301,1
neutral,1302,1
positive,1303,2
positive,1304,2
neutral,1305,1
positive,1306,2
negative,1307,0
negative,1308,0
positive,1309,2
neutral,1310,1
positive,1311,2
negative,1312,0
neutral,1313,1
neutral,1314,1
neutral,1315,1
negative,1316,0
negative,1317,0
neutral,1318,1
negative,1319,0
neutral,1320,1
positive,1321,2
neutral,1322,1
positive,1323,2
neutral,1324,1
positive,1325,2
negative,1326,0
neutral,1327,1
neutral,1328,1
negative,1329,0
neutral,1330,1
negative,1331,0
positive,1332,2
neutral,1333,1
neutral,1334,1
negative,1335,0
negative,1336,0
neutral,1337,1
neutral,1338,1
neutral,1339,1
negative,1340,0
neutral,1341,1
negative,1342,0
negative,1343,0
negative,1344,0
negative,1345,0
positive,1346,2
negative,1347,0
negative,1348,0
neutral,1349,1
negative,1350,0
negative,1351,0
negative,1352,0
neutral,1353,1
positive,1354,2
positive,1355,2
negative,1356,0
positive,1357,2
positive,1358,2
neutral,1359,1
negative,1360,0
negative,1361,0
positive,1362,2
neutral,1363,1
negative,1364,0
neutral,1365,1
positive,1366,2
neutral,1367,1
negative,1368,0
positive,1369,2
positive,1370,2
negative,1371,0
negative,1372,0
positive,1373,2
negative,1374,0
negative,1375,0
neutral,1376,1
neutral,1377,1
negative,1378,0
negative,1379,0
positive,1380,2
negative,1381,0
negative,1382,0
neutral,1383,1
neutral,1384,1
neutral,1385,1
neutral,1386,1
negative,1387,0
neutral,1388,1
negative,1389,0
neutral,1390,1
negative,1391,0
positive,1392,2
neutral,1393,1
negative,1394,0
negative,1395,0
neutral,1396,1
neutral,1397,1
positive,1398,2
positive,1399,2
negative,1400,0
negative,1401,0
negative,1402,0
positive,1403,2
neutral,1404,1
neutral,1405,1
negative,1406,0
positive,1407,2
positive,1408,2
negative,1409,0
negative,1410,0
neutral,1411,1
negative,1412,0
neutral,1413,1
negative,1414,0
neutral,1415,1
negative,1416,0
negative,1417,0
negative,1418,0
negative,1419,0
positive,1420,2
neutral,1421,1
positive,1422,2
positive,1423,2
positive,1424,2
positive,1425,2
negative,1426,0
neutral,1427,1
positive,1428,2
negative,1429,0
neutral,1430,1
positive,1431,2
negative,1432,0
neutral,1433,1
neutral,1434,1
neutral,1435,1
positive,1436,2
neutral,1437,1
negative,1438,0
neutral,1439,1
negative,1440,0
negative,1441,0
positive,1442,2
neutral,1443,1
negative,1444,0
neutral,1445,1
negative,1446,0
negative,1447,0
negative,1448,0
positive,1449,2
positive,1450,2
neutral,1451,1
positive,1452,2
negative,1453,0
negative,1454,0
neutral,1455,1
positive,1456,2
neutral,1457,1
neutral,1458,1
neutral,1459,1
neutral,1460,1
positive,1461,2
negative,1462,0
negative,1463,0
neutral,1464,1
neutral,1465,1
neutral,1466,1
neutral,1467,1
positive,1468,2
negative,1469,0
neutral,1470,1
negative,1471,0
neutral,1472,1
neutral,1473,1
negative,1474,0
neutral,1475,1
negative,1476,0
neutral,1477,1
negative,1478,0
positive,1479,2
neutral,1480,1
negative,1481,0
negative,1482,0
negative,1483,0
negative,1484,0
positive,1485,2
positive,1486,2
positive,1487,2
negative,1488,0
neutral,1489,1
positive,1490,2
negative,1491,0
neutral,1492,1
neutral,1493,1
neutral,1494,1
positive,1495,2
neutral,1496,1
positive,1497,2
neutral,1498,1
neutral,1499,1
neutral,1500,1
positive,1501,2
neutral,1502,1
neutral,1503,1
neutral,1504,1
positive,1505,2
neutral,1506,1
neutral,1507,1
neutral,1508,1
positive,1509,2
positive,1510,2
positive,1511,2
neutral,1512,1
neutral,1513,1
positive,1514,2
neutral,1515,1
positive,1516,2
neutral,1517,1
positive,1518,2
neutral,1519,1
negative,1520,0
negative,1521,0
neutral,1522,1
neutral,1523,1
neutral,1524,1
neutral,1525,1
negative,1526,0
neutral,1527,1
negative,1528,0
negative,1529,0
neutral,1530,1
negative,1531,0
neutral,1532,1
positive,1533,2
negative,1534,0
neutral,1535,1
negative,1536,0
neutral,1537,1
positive,1538,2
negative,1539,0
negative,1540,0
negative,1541,0
negative,1542,0
neutral,1543,1
negative,1544,0
positive,1545,2
negative,1546,0
negative,1547,0
negative,1548,0
neutral,1549,1
positive,1550,2
neutral,1551,1
negative,1552,0
negative,1553,0
neutral,1554,1
negative,1555,0
neutral,1556,1
neutral,1557,1
positive,1558,2
neutral,1559,1
positive,1560,2
neutral,1561,1
negative,1562,0
negative,1563,0
positive,1564,2
positive,1565,2
negative,1566,0
negative,1567,0
neutral,1568,1
neutral,1569,1
positive,1570,2
neutral,1571,1
positive,1572,2
negative,1573,0
positive,1574,2
neutral,1575,1
neutral,1576,1
negative,1577,0
neutral,1578,1
positive,1579,2
negative,1580,0
neutral,1581,1
neutral,1582,1
neutral,1583,1
neutral,1584,1
positive,1585,2
positive,1586,2
positive,1587,2
positive,1588,2
neutral,1589,1
neutral,1590,1
negative,1591,0
negative,1592,0
neutral,1593,1
neutral,1594,1
positive,1595,2
negative,1596,0
neutral,1597,1
negative,1598,0
positive,1599,2
negative,1600,0
positive,1601,2
negative,1602,0
negative,1603,0
negative,1604,0
neutral,1605,1
neutral,1606,1
positive,1607,2
negative,1608,0
neutral,1609,1
negative,1610,0
positive,1611,2
positive,1612,2
negative,1613,0
neutral,1614,1
neutral,1615,1
positive,1616,2
neutral,1617,1
negative,1618,0
negative,1619,0
negative,1620,0
neutral,1621,1
negative,1622,0
neutral,1623,1
negative,1624,0
positive,1625,2
positive,1626,2
positive,1627,2
neutral,1628,1
neutral,1629,1
negative,1630,0
neutral,1631,1
positive,1632,2
positive,1633,2
neutral,1634,1
neutral,1635,1
neutral,1636,1
neutral,1637,1
positive,1638,2
neutral,1639,1
positive,1640,2
positive,1641,2
positive,1642,2
neutral,1643,1
neutral,1644,1
neutral,1645,1
neutral,1646,1
positive,1647,2
negative,1648,0
positive,1649,2
neutral,1650,1
positive,1651,2
positive,1652,2
negative,1653,0
neutral,1654,1
positive,1655,2
neutral,1656,1
negative,1657,0
neutral,1658,1
neutral,1659,1
negative,1660,0
positive,1661,2
positive,1662,2
positive,1663,2
negative,1664,0
negative,1665,0
negative,1666,0
negative,1667,0
negative,1668,0
negative,1669,0
negative,1670,0
neutral,1671,1
positive,1672,2
negative,1673,0
negative,1674,0
positive,1675,2
negative,1676,0
positive,1677,2
positive,1678,2
positive,1679,2
positive,1680,2
negative,1681,0
neutral,1682,1
negative,1683,0
negative,1684,0
positive,1685,2
negative,1686,0
positive,1687,2
negative,1688,0
negative,1689,0
negative,1690,0
negative,1691,0
negative,1692,0
negative,1693,0
positive,1694,2
negative,1695,0
negative,1696,0
negative,1697,0
positive,1698,2
neutral,1699,1
positive,1700,2
neutral,1701,1
neutral,1702,1
neutral,1703,1
positive,1704,2
positive,1705,2
negative,1706,0
negative,1707,0
negative,1708,0
positive,1709,2
neutral,1710,1
neutral,1711,1
positive,1712,2
positive,1713,2
positive,1714,2
neutral,1715,1
negative,1716,0
negative,1717,0
negative,1718,0
neutral,1719,1
neutral,1720,1
neutral,1721,1
negative,1722,0
negative,1723,0
neutral,1724,1
positive,1725,2
negative,1726,0
neutral,1727,1
neutral,1728,1
negative,1729,0
positive,1730,2
negative,1731,0
neutral,1732,1
neutral,1733,1
neutral,1734,1
neutral,1735,1
positive,1736,2
positive,1737,2
positive,1738,2
neutral,1739,1
positive,1740,2
negative,1741,0
negative,1742,0
neutral,1743,1
negative,1744,0
positive,1745,2
positive,1746,2
negative,1747,0
positive,1748,2
neutral,1749,1
negative,1750,0
neutral,1751,1
positive,1752,2
positive,1753,2
positive,1754,2
neutral,1755,1
positive,1756,2
neutral,1757,1
negative,1758,0
negative,1759,0
positive,1760,2
negative,1761,0
neutral,1762,1
neutral,1763,1
negative,1764,0
negative,1765,0
neutral,1766,1
positive,1767,2
neutral,1768,1
negative,1769,0
negative,1770,0
neutral,1771,1
neutral,1772,1
negative,1773,0
neutral,1774,1
positive,1775,2
neutral,1776,1
positive,1777,2
neutral,1778,1
positive,1779,2
neutral,1780,1
neutral,1781,1
neutral,1782,1
negative,1783,0
neutral,1784,1
positive,1785,2
neutral,1786,1
neutral,1787,1
