label_name,id,label
negative,301,0
positive,302,2
negative,303,0
negative,304,0
neutral,305,1
negative,306,0
negative,307,0
negative,308,0
negative,309,0
neutral,310,1
positive,311,2
neutral,312,1
positive,313,2
negative,314,0
negative,315,0
neutral,316,1
neutral,317,1
negative,318,0
negative,319,0
neutral,320,1
neutral,321,1
positive,322,2
negative,323,0
negative,324,0
negative,325,0
negative,326,0
negative,327,0
negative,328,0
negative,329,0
negative,330,0
neutral,331,1
negative,332,0
negative,333,0
negative,334,0
negative,335,0
negative,336,0
negative,337,0
neutral,338,1
negative,339,0
negative,340,0
positive,341,2
negative,342,0
negative,343,0
positive,344,2
negative,345,0
neutral,346,1
negative,347,0
negative,348,0
negative,349,0
negative,350,0
neutral,351,1
negative,352,0
negative,353,0
negative,354,0
negative,355,0
negative,356,0
negative,357,0
negative,358,0
positive,359,2
neutral,360,1
positive,361,2
negative,362,0
positive,363,2
negative,364,0
negative,365,0
negative,366,0
neutral,367,1
positive,368,2
negative,369,0
negative,370,0
negative,371,0
negative,372,0
positive,373,2
negative,374,0
negative,375,0
negative,376,0
negative,377,0
negative,378,0
negative,379,0
neutral,380,1
positive,381,2
positive,382,2
neutral,383,1
positive,384,2
positive,385,2
positive,386,2
negative,387,0
negative,388,0
negative,389,0
neutral,390,1
negative,391,0
neutral,392,1
negative,393,0
negative,394,0
neutral,395,1
negative,396,0
negative,397,0
positive,398,2
negative,399,0
negative,400,0
negative,401,0
negative,402,0
neutral,403,1
negative,404,0
negative,405,0
negative,406,0
neutral,407,1
neutral,408,1
positive,409,2
negative,410,0
negative,411,0
negative,412,0
negative,413,0
negative,414,0
neutral,415,1
negative,416,0
negative,417,0
negative,418,0
negative,419,0
neutral,420,1
negative,421,0
negative,422,0
negative,423,0
negative,424,0
negative,425,0
negative,426,0
negative,427,0
negative,428,0
negative,429,0
negative,430,0
positive,431,2
negative,432,0
neutral,433,1
positive,434,2
neutral,435,1
negative,436,0
negative,437,0
negative,438,0
positive,439,2
negative,440,0
negative,441,0
negative,442,0
negative,443,0
neutral,444,1
negative,445,0
negative,446,0
negative,447,0
negative,448,0
neutral,449,1
negative,450,0
negative,451,0
positive,452,2
negative,453,0
negative,454,0
positive,455,2
negative,456,0
neutral,457,1
positive,458,2
negative,459,0
negative,460,0
negative,461,0
negative,462,0
negative,463,0
negative,464,0
neutral,465,1
negative,466,0
neutral,467,1
negative,468,0
neutral,469,1
neutral,470,1
neutral,471,1
positive,472,2
neutral,473,1
negative,474,0
negative,475,0
negative,476,0
negative,477,0
negative,478,0
negative,479,0
neutral,480,1
negative,481,0
negative,482,0
negative,483,0
negative,484,0
negative,485,0
negative,486,0
negative,487,0
negative,488,0
neutral,489,1
negative,490,0
negative,491,0
negative,492,0
negative,493,0
neutral,494,1
neutral,495,1
neutral,496,1
negative,497,0
negative,498,0
neutral,499,1
negative,500,0
negative,501,0
positive,502,2
positive,503,2
negative,504,0
negative,505,0
negative,506,0
positive,507,2
neutral,508,1
negative,509,0
negative,510,0
negative,511,0
negative,512,0
negative,513,0
negative,514,0
negative,515,0
positive,516,2
negative,517,0
positive,518,2
neutral,519,1
negative,520,0
negative,521,0
positive,522,2
negative,523,0
positive,524,2
positive,525,2
neutral,526,1
negative,527,0
negative,528,0
neutral,529,1
neutral,530,1
neutral,531,1
negative,532,0
negative,533,0
neutral,534,1
negative,535,0
neutral,536,1
positive,537,2
neutral,538,1
negative,539,0
positive,540,2
neutral,541,1
neutral,542,1
negative,543,0
negative,544,0
neutral,545,1
neutral,546,1
negative,547,0
neutral,548,1
neutral,549,1
negative,550,0
negative,551,0
negative,552,0
negative,553,0
negative,554,0
negative,555,0
negative,556,0
positive,557,2
negative,558,0
positive,559,2
neutral,560,1
positive,561,2
neutral,562,1
positive,563,2
negative,564,0
negative,565,0
negative,566,0
neutral,567,1
negative,568,0
negative,569,0
negative,570,0
negative,571,0
negative,572,0
neutral,573,1
negative,574,0
negative,575,0
neutral,576,1
neutral,577,1
negative,578,0
neutral,579,1
negative,580,0
negative,581,0
negative,582,0
negative,583,0
negative,584,0
positive,585,2
negative,586,0
negative,587,0
negative,588,0
neutral,589,1
negative,590,0
positive,591,2
positive,592,2
neutral,593,1
negative,594,0
negative,595,0
negative,596,0
negative,597,0
positive,598,2
positive,599,2
negative,600,0
neutral,601,1
negative,602,0
negative,603,0
negative,604,0
positive,605,2
negative,606,0
negative,607,0
negative,608,0
positive,609,2
negative,610,0
positive,611,2
negative,612,0
negative,613,0
negative,614,0
negative,615,0
neutral,616,1
negative,617,0
positive,618,2
negative,619,0
neutral,620,1
neutral,621,1
negative,622,0
negative,623,0
negative,624,0
neutral,625,1
negative,626,0
negative,627,0
neutral,628,1
negative,629,0
neutral,630,1
neutral,631,1
negative,632,0
neutral,633,1
neutral,634,1
negative,635,0
negative,636,0
negative,637,0
positive,638,2
neutral,639,1
negative,640,0
positive,641,2
negative,642,0
negative,643,0
negative,644,0
neutral,645,1
neutral,646,1
neutral,647,1
negative,648,0
neutral,649,1
negative,650,0
negative,651,0
negative,652,0
negative,653,0
positive,654,2
negative,655,0
negative,656,0
negative,657,0
negative,658,0
negative,659,0
negative,660,0
negative,661,0
positive,662,2
negative,663,0
negative,664,0
neutral,665,1
positive,666,2
negative,667,0
negative,668,0
neutral,669,1
neutral,670,1
positive,671,2
negative,672,0
negative,673,0
negative,674,0
negative,675,0
positive,676,2
neutral,677,1
negative,678,0
negative,679,0
positive,680,2
neutral,681,1
negative,682,0
positive,683,2
positive,684,2
positive,685,2
negative,686,0
negative,687,0
negative,688,0
negative,689,0
negative,690,0
negative,691,0
negative,692,0
negative,693,0
negative,694,0
negative,695,0
negative,696,0
negative,697,0
negative,698,0
negative,699,0
negative,700,0
negative,701,0
negative,702,0
negative,703,0
neutral,704,1
negative,705,0
positive,706,2
negative,707,0
negative,708,0
neutral,709,1
negative,710,0
neutral,711,1
negative,712,0
positive,713,2
negative,714,0
positive,715,2
negative,716,0
positive,717,2
neutral,718,1
negative,719,0
negative,720,0
positive,721,2
negative,722,0
negative,723,0
neutral,724,1
negative,725,0
negative,726,0
negative,727,0
negative,728,0
negative,729,0
negative,730,0
negative,731,0
negative,732,0
neutral,733,1
negative,734,0
neutral,735,1
negative,736,0
negative,737,0
negative,738,0
negative,739,0
positive,740,2
negative,741,0
negative,742,0
negative,743,0
positive,744,2
neutral,745,1
negative,746,0
negative,747,0
positive,748,2
neutral,749,1
negative,750,0
negative,751,0
negative,752,0
positive,753,2
neutral,754,1
negative,755,0
negative,756,0
neutral,757,1
negative,758,0
negative,759,0
negative,760,0
negative,761,0
negative,762,0
negative,763,0
neutral,764,1
negative,765,0
negative,766,0
neutral,767,1
neutral,768,1
negative,769,0
negative,770,0
negative,771,0
neutral,772,1
negative,773,0
negative,774,0
negative,775,0
neutral,776,1
negative,777,0
neutral,778,1
positive,779,2
positive,780,2
negative,781,0
neutral,782,1
negative,783,0
negative,784,0
negative,785,0
neutral,786,1
negative,787,0
negative,788,0
negative,789,0
negative,790,0
negative,791,0
positive,792,2
negative,793,0
negative,794,0
positive,795,2
neutral,796,1
negative,797,0
negative,798,0
negative,799,0
negative,800,0
negative,801,0
negative,802,0
positive,803,2
neutral,804,1
neutral,805,1
negative,806,0
negative,807,0
negative,808,0
neutral,809,1
positive,810,2
negative,811,0
neutral,812,1
neutral,813,1
negative,814,0
negative,815,0
positive,816,2
neutral,817,1
negative,818,0
neutral,819,1
negative,820,0
negative,821,0
negative,822,0
negative,823,0
negative,824,0
negative,825,0
negative,826,0
neutral,827,1
neutral,828,1
negative,829,0
neutral,830,1
negative,831,0
negative,832,0
positive,833,2
negative,834,0
negative,835,0
positive,836,2
negative,837,0
negative,838,0
positive,839,2
negative,840,0
negative,841,0
positive,842,2
negative,843,0
negative,844,0
negative,845,0
negative,846,0
neutral,847,1
negative,848,0
neutral,849,1
negative,850,0
neutral,851,1
negative,852,0
negative,853,0
negative,854,0
neutral,855,1
negative,856,0
neutral,857,1
negative,858,0
neutral,859,1
negative,860,0
positive,861,2
negative,862,0
neutral,863,1
negative,864,0
negative,865,0
positive,866,2
negative,867,0
negative,868,0
neutral,869,1
neutral,870,1
negative,871,0
neutral,872,1
negative,873,0
negative,874,0
negative,875,0
negative,876,0
negative,877,0
negative,878,0
negative,879,0
neutral,880,1
neutral,881,1
negative,882,0
negative,883,0
neutral,884,1
negative,885,0
positive,886,2
positive,887,2
negative,888,0
neutral,889,1
neutral,890,1
negative,891,0
neutral,892,1
negative,893,0
neutral,894,1
neutral,895,1
positive,896,2
neutral,897,1
negative,898,0
negative,899,0
negative,900,0
negative,901,0
positive,902,2
positive,903,2
negative,904,0
negative,905,0
neutral,906,1
negative,907,0
positive,908,2
positive,909,2
negative,910,0
negative,911,0
negative,912,0
neutral,913,1
negative,914,0
positive,915,2
neutral,916,1
negative,917,0
negative,918,0
negative,919,0
negative,920,0
negative,921,0
negative,922,0
negative,923,0
positive,924,2
negative,925,0
negative,926,0
negative,927,0
negative,928,0
negative,929,0
neutral,930,1
negative,931,0
positive,932,2
negative,933,0
negative,934,0
negative,935,0
negative,936,0
negative,937,0
neutral,938,1
negative,939,0
negative,940,0
negative,941,0
negative,942,0
neutral,943,1
negative,944,0
negative,945,0
negative,946,0
negative,947,0
negative,948,0
negative,949,0
negative,950,0
negative,951,0
negative,952,0
negative,953,0
negative,954,0
neutral,955,1
negative,956,0
positive,957,2
negative,958,0
negative,959,0
neutral,960,1
negative,961,0
negative,962,0
negative,963,0
negative,964,0
negative,965,0
positive,966,2
negative,967,0
negative,968,0
negative,969,0
positive,970,2
positive,971,2
negative,972,0
positive,973,2
negative,974,0
negative,975,0
negative,976,0
neutral,977,1
negative,978,0
negative,979,0
negative,980,0
negative,981,0
positive,982,2
negative,983,0
neutral,984,1
negative,985,0
negative,986,0
negative,987,0
negative,988,0
negative,989,0
negative,990,0
neutral,991,1
neutral,992,1
negative,993,0
negative,994,0
negative,995,0
neutral,996,1
negative,997,0
positive,998,2
negative,999,0
negative,1000,0
negative,1001,0
positive,1002,2
positive,1003,2
positive,1004,2
negative,1005,0
negative,1006,0
neutral,1007,1
negative,1008,0
neutral,1009,1
negative,1010,0
positive,1011,2
negative,1012,0
negative,1013,0
negative,1014,0
negative,1015,0
negative,1016,0
negative,1017,0
neutral,1018,1
negative,1019,0
negative,1020,0
negative,1021,0
negative,1022,0
negative,1023,0
neutral,1024,1
neutral,1025,1
neutral,1026,1
neutral,1027,1
negative,1028,0
positive,1029,2
positive,1030,2
neutral,1031,1
negative,1032,0
negative,1033,0
neutral,1034,1
neutral,1035,1
negative,1036,0
positive,1037,2
negative,1038,0
negative,1039,0
negative,1040,0
positive,1041,2
negative,1042,0
negative,1043,0
positive,1044,2
neutral,1045,1
negative,1046,0
negative,1047,0
neutral,1048,1
neutral,1049,1
positive,1050,2
negative,1051,0
negative,1052,0
negative,1053,0
positive,1054,2
negative,1055,0
positive,1056,2
negative,1057,0
neutral,1058,1
negative,1059,0
negative,1060,0
negative,1061,0
negative,1062,0
negative,1063,0
neutral,1064,1
negative,1065,0
negative,1066,0
negative,1067,0
neutral,1068,1
negative,1069,0
negative,1070,0
positive,1071,2
negative,1072,0
negative,1073,0
negative,1074,0
negative,1075,0
positive,1076,2
negative,1077,0
positive,1078,2
negative,1079,0
neutral,1080,1
negative,1081,0
neutral,1082,1
positive,1083,2
negative,1084,0
negative,1085,0
negative,1086,0
neutral,1087,1
positive,1088,2
neutral,1089,1
negative,1090,0
neutral,1091,1
positive,1092,2
negative,1093,0
neutral,1094,1
negative,1095,0
positive,1096,2
neutral,1097,1
negative,1098,0
negative,1099,0
negative,1100,0
neutral,1101,1
negative,1102,0
negative,1103,0
negative,1104,0
negative,1105,0
neutral,1106,1
negative,1107,0
negative,1108,0
negative,1109,0
neutral,1110,1
neutral,1111,1
negative,1112,0
negative,1113,0
neutral,1114,1
negative,1115,0
negative,1116,0
negative,1117,0
negative,1118,0
negative,1119,0
negative,1120,0
negative,1121,0
neutral,1122,1
negative,1123,0
negative,1124,0
negative,1125,0
negative,1126,0
neutral,1127,1
neutral,1128,1
neutral,1129,1
negative,1130,0
positive,1131,2
neutral,1132,1
negative,1133,0
negative,1134,0
negative,1135,0
negative,1136,0
negative,1137,0
neutral,1138,1
negative,1139,0
negative,1140,0
positive,1141,2
negative,1142,0
negative,1143,0
negative,1144,0
negative,1145,0
positive,1146,2
neutral,1147,1
negative,1148,0
neutral,1149,1
positive,1150,2
positive,1151,2
neutral,1152,1
negative,1153,0
negative,1154,0
neutral,1155,1
negative,1156,0
positive,1157,2
negative,1158,0
neutral,1159,1
positive,1160,2
negative,1161,0
negative,1162,0
negative,1163,0
negative,1164,0
negative,1165,0
neutral,1166,1
positive,1167,2
negative,1168,0
positive,1169,2
negative,1170,0
negative,1171,0
negative,1172,0
positive,1173,2
negative,1174,0
negative,1175,0
negative,1176,0
negative,1177,0
neutral,1178,1
negative,1179,0
negative,1180,0
negative,1181,0
neutral,1182,1
neutral,1183,1
positive,1184,2
negative,1185,0
negative,1186,0
positive,1187,2
negative,1188,0
negative,1189,0
negative,1190,0
negative,1191,0
negative,1192,0
neutral,1193,1
negative,1194,0
neutral,1195,1
negative,1196,0
neutral,1197,1
negative,1198,0
negative,1199,0
positive,1200,2
negative,1201,0
negative,1202,0
negative,1203,0
negative,1204,0
negative,1205,0
positive,1206,2
neutral,1207,1
negative,1208,0
negative,1209,0
neutral,1210,1
negative,1211,0
negative,1212,0
neutral,1213,1
neutral,1214,1
negative,1215,0
negative,1216,0
negative,1217,0
negative,1218,0
negative,1219,0
positive,1220,2
negative,1221,0
negative,1222,0
neutral,1223,1
negative,1224,0
negative,1225,0
negative,1226,0
positive,1227,2
negative,1228,0
negative,1229,0
negative,1230,0
positive,1231,2
neutral,1232,1
neutral,1233,1
neutral,1234,1
positive,1235,2
negative,1236,0
neutral,1237,1
positive,1238,2
negative,1239,0
negative,1240,0
negative,1241,0
negative,1242,0
neutral,1243,1
negative,1244,0
neutral,1245,1
positive,1246,2
negative,1247,0
negative,1248,0
negative,1249,0
neutral,1250,1
neutral,1251,1
negative,1252,0
negative,1253,0
negative,1254,0
negative,1255,0
negative,1256,0
negative,1257,0
negative,1258,0
positive,1259,2
negative,1260,0
neutral,1261,1
negative,1262,0
negative,1263,0
negative,1264,0
negative,1265,0
negative,1266,0
negative,1267,0
neutral,1268,1
negative,1269,0
negative,1270,0
positive,1271,2
positive,1272,2
negative,1273,0
negative,1274,0
negative,1275,0
negative,1276,0
positive,1277,2
negative,1278,0
positive,1279,2
negative,1280,0
positive,1281,2
neutral,1282,1
negative,1283,0
positive,1284,2
negative,1285,0
positive,1286,2
negative,1287,0
positive,1288,2
negative,1289,0
negative,1290,0
neutral,1291,1
negative,1292,0
negative,1293,0
neutral,1294,1
positive,1295,2
negative,1296,0
neutral,1297,1
positive,1298,2
negative,1299,0
negative,1300,0
neutral,1301,1
negative,1302,0
positive,1303,2
negative,1304,0
negative,1305,0
negative,1306,0
negative,1307,0
neutral,1308,1
negative,1309,0
neutral,1310,1
negative,1311,0
negative,1312,0
neutral,1313,1
negative,1314,0
positive,1315,2
neutral,1316,1
negative,1317,0
negative,1318,0
negative,1319,0
neutral,1320,1
negative,1321,0
negative,1322,0
negative,1323,0
negative,1324,0
negative,1325,0
neutral,1326,1
positive,1327,2
positive,1328,2
neutral,1329,1
neutral,1330,1
negative,1331,0
negative,1332,0
negative,1333,0
negative,1334,0
negative,1335,0
neutral,1336,1
positive,1337,2
negative,1338,0
negative,1339,0
negative,1340,0
negative,1341,0
positive,1342,2
neutral,1343,1
negative,1344,0
negative,1345,0
negative,1346,0
negative,1347,0
neutral,1348,1
neutral,1349,1
neutral,1350,1
neutral,1351,1
positive,1352,2
negative,1353,0
negative,1354,0
positive,1355,2
neutral,1356,1
negative,1357,0
negative,1358,0
negative,1359,0
neutral,1360,1
negative,1361,0
negative,1362,0
negative,1363,0
negative,1364,0
negative,1365,0
negative,1366,0
negative,1367,0
negative,1368,0
negative,1369,0
neutral,1370,1
positive,1371,2
negative,1372,0
negative,1373,0
negative,1374,0
neutral,1375,1
negative,1376,0
negative,1377,0
negative,1378,0
neutral,1379,1
neutral,1380,1
positive,1381,2
neutral,1382,1
negative,1383,0
negative,1384,0
neutral,1385,1
negative,1386,0
negative,1387,0
negative,1388,0
negative,1389,0
negative,1390,0
negative,1391,0
negative,1392,0
negative,1393,0
neutral,1394,1
negative,1395,0
negative,1396,0
neutral,1397,1
negative,1398,0
positive,1399,2
negative,1400,0
positive,1401,2
neutral,1402,1
negative,1403,0
negative,1404,0
negative,1405,0
neutral,1406,1
negative,1407,0
negative,1408,0
negative,1409,0
positive,1410,2
positive,1411,2
neutral,1412,1
neutral,1413,1
negative,1414,0
positive,1415,2
negative,1416,0
negative,1417,0
positive,1418,2
neutral,1419,1
neutral,1420,1
negative,1421,0
negative,1422,0
neutral,1423,1
negative,1424,0
negative,1425,0
neutral,1426,1
neutral,1427,1
negative,1428,0
neutral,1429,1
negative,1430,0
negative,1431,0
negative,1432,0
negative,1433,0
negative,1434,0
positive,1435,2
negative,1436,0
neutral,1437,1
negative,1438,0
neutral,1439,1
negative,1440,0
negative,1441,0
neutral,1442,1
negative,1443,0
neutral,1444,1
positive,1445,2
negative,1446,0
neutral,1447,1
positive,1448,2
positive,1449,2
negative,1450,0
negative,1451,0
negative,1452,0
negative,1453,0
neutral,1454,1
negative,1455,0
neutral,1456,1
positive,1457,2
positive,1458,2
neutral,1459,1
negative,1460,0
neutral,1461,1
neutral,1462,1
negative,1463,0
negative,1464,0
negative,1465,0
negative,1466,0
negative,1467,0
negative,1468,0
negative,1469,0
neutral,1470,1
negative,1471,0
negative,1472,0
neutral,1473,1
negative,1474,0
positive,1475,2
neutral,1476,1
neutral,1477,1
negative,1478,0
neutral,1479,1
neutral,1480,1
negative,1481,0
negative,1482,0
positive,1483,2
positive,1484,2
positive,1485,2
negative,1486,0
negative,1487,0
negative,1488,0
negative,1489,0
negative,1490,0
neutral,1491,1
negative,1492,0
negative,1493,0
negative,1494,0
negative,1495,0
negative,1496,0
negative,1497,0
negative,1498,0
neutral,1499,1
negative,1500,0
neutral,1501,1
neutral,1502,1
negative,1503,0
neutral,1504,1
negative,1505,0
negative,1506,0
negative,1507,0
negative,1508,0
negative,1509,0
negative,1510,0
positive,1511,2
negative,1512,0
negative,1513,0
negative,1514,0
negative,1515,0
negative,1516,0
negative,1517,0
neutral,1518,1
negative,1519,0
negative,1520,0
negative,1521,0
neutral,1522,1
positive,1523,2
neutral,1524,1
negative,1525,0
negative,1526,0
neutral,1527,1
negative,1528,0
neutral,1529,1
negative,1530,0
negative,1531,0
positive,1532,2
negative,1533,0
positive,1534,2
negative,1535,0
neutral,1536,1
neutral,1537,1
positive,1538,2
negative,1539,0
negative,1540,0
negative,1541,0
neutral,1542,1
neutral,1543,1
negative,1544,0
negative,1545,0
negative,1546,0
positive,1547,2
negative,1548,0
neutral,1549,1
neutral,1550,1
negative,1551,0
positive,1552,2
neutral,1553,1
negative,1554,0
negative,1555,0
negative,1556,0
neutral,1557,1
negative,1558,0
positive,1559,2
negative,1560,0
negative,1561,0
negative,1562,0
negative,1563,0
negative,1564,0
neutral,1565,1
negative,1566,0
neutral,1567,1
neutral,1568,1
negative,1569,0
positive,1570,2
negative,1571,0
negative,1572,0
negative,1573,0
negative,1574,0
positive,1575,2
neutral,1576,1
neutral,1577,1
neutral,1578,1
negative,1579,0
neutral,1580,1
negative,1581,0
negative,1582,0
neutral,1583,1
negative,1584,0
neutral,1585,1
positive,1586,2
negative,1587,0
negative,1588,0
positive,1589,2
negative,1590,0
neutral,1591,1
positive,1592,2
negative,1593,0
negative,1594,0
positive,1595,2
negative,1596,0
negative,1597,0
negative,1598,0
neutral,1599,1
neutral,1600,1
negative,1601,0
negative,1602,0
negative,1603,0
positive,1604,2
negative,1605,0
negative,1606,0
negative,1607,0
negative,1608,0
neutral,1609,1
negative,1610,0
positive,1611,2
neutral,1612,1
negative,1613,0
neutral,1614,1
negative,1615,0
negative,1616,0
negative,1617,0
neutral,1618,1
neutral,1619,1
neutral,1620,1
negative,1621,0
negative,1622,0
positive,1623,2
negative,1624,0
negative,1625,0
negative,1626,0
negative,1627,0
negative,1628,0
positive,1629,2
positive,1630,2
negative,1631,0
negative,1632,0
positive,1633,2
negative,1634,0
positive,1635,2
neutral,1636,1
negative,1637,0
negative,1638,0
negative,1639,0
neutral,1640,1
negative,1641,0
negative,1642,0
negative,1643,0
negative,1644,0
neutral,1645,1
positive,1646,2
negative,1647,0
neutral,1648,1
positive,1649,2
negative,1650,0
negative,1651,0
negative,1652,0
negative,1653,0
positive,1654,2
negative,1655,0
positive,1656,2
neutral,1657,1
negative,1658,0
negative,1659,0
negative,1660,0
negative,1661,0
negative,1662,0
negative,1663,0
positive,1664,2
positive,1665,2
positive,1666,2
negative,1667,0
negative,1668,0
negative,1669,0
negative,1670,0
negative,1671,0
negative,1672,0
positive,1673,2
neutral,1674,1
positive,1675,2
neutral,1676,1
positive,1677,2
neutral,1678,1
negative,1679,0
negative,1680,0
neutral,1681,1
negative,1682,0
negative,1683,0
neutral,1684,1
negative,1685,0
negative,1686,0
neutral,1687,1
neutral,1688,1
negative,1689,0
positive,1690,2
neutral,1691,1
neutral,1692,1
negative,1693,0
negative,1694,0
neutral,1695,1
neutral,1696,1
negative,1697,0
positive,1698,2
negative,1699,0
neutral,1700,1
negative,1701,0
negative,1702,0
neutral,1703,1
positive,1704,2
negative,1705,0
neutral,1706,1
negative,1707,0
neutral,1708,1
positive,1709,2
negative,1710,0
negative,1711,0
negative,1712,0
negative,1713,0
negative,1714,0
positive,1715,2
negative,1716,0
negative,1717,0
negative,1718,0
negative,1719,0
negative,1720,0
negative,1721,0
negative,1722,0
neutral,1723,1
negative,1724,0
positive,1725,2
neutral,1726,1
neutral,1727,1
positive,1728,2
negative,1729,0
negative,1730,0
negative,1731,0
negative,1732,0
positive,1733,2
negative,1734,0
negative,1735,0
positive,1736,2
negative,1737,0
negative,1738,0
negative,1739,0
negative,1740,0
neutral,1741,1
negative,1742,0
negative,1743,0
negative,1744,0
negative,1745,0
negative,1746,0
negative,1747,0
negative,1748,0
neutral,1749,1
negative,1750,0
negative,1751,0
negative,1752,0
negative,1753,0
negative,1754,0
negative,1755,0
negative,1756,0
negative,1757,0
negative,1758,0
negative,1759,0
negative,1760,0
neutral,1761,1
negative,1762,0
negative,1763,0
positive,1764,2
neutral,1765,1
negative,1766,0
negative,1767,0
positive,1768,2
positive,1769,2
negative,1770,0
positive,1771,2
neutral,1772,1
positive,1773,2
neutral,1774,1
positive,1775,2
positive,1776,2
neutral,1777,1
negative,1778,0
neutral,1779,1
negative,1780,0
negative,1781,0
negative,1782,0
negative,1783,0
neutral,1784,1
negative,1785,0
negative,1786,0
negative,1787,0
negative,1788,0
negative,1789,0
negative,1790,0
negative,1791,0
negative,1792,0
negative,1793,0
negative,1794,0
negative,1795,0
negative,1796,0
negative,1797,0
negative,1798,0
negative,1799,0
negative,1800,0
negative,1801,0
neutral,1802,1
negative,1803,0
negative,1804,0
negative,1805,0
neutral,1806,1
negative,1807,0
neutral,1808,1
negative,1809,0
negative,1810,0
positive,1811,2
negative,1812,0
positive,1813,2
negative,1814,0
negative,1815,0
neutral,1816,1
negative,1817,0
negative,1818,0
negative,1819,0
negative,1820,0
